AG 19
   1.00000	   0.00024
   0.99407	   0.00085
   0.98208	   0.00211
   0.96854	   0.00350
   0.95471	   0.00491
   0.94083	   0.00628
   0.92694	   0.00761
   0.91306	   0.00893
   0.89917	   0.01025
   0.88528	   0.01155
   0.87140	   0.01284
   0.85752	   0.01412
   0.84363	   0.01540
   0.82975	   0.01666
   0.81588	   0.01791
   0.80200	   0.01914
   0.78812	   0.02036
   0.77424	   0.02157
   0.76036	   0.02276
   0.74648	   0.02393
   0.73260	   0.02510
   0.71871	   0.02625
   0.70483	   0.02738
   0.69095	   0.02851
   0.67707	   0.02961
   0.66319	   0.03070
   0.64932	   0.03177
   0.63544	   0.03280
   0.62156	   0.03381
   0.60769	   0.03479
   0.59381	   0.03574
   0.57994	   0.03666
   0.56607	   0.03755
   0.55220	   0.03840
   0.53833	   0.03922
   0.52446	   0.04001
   0.51060	   0.04076
   0.49674	   0.04147
   0.48288	   0.04215
   0.46903	   0.04279
   0.45518	   0.04339
   0.44133	   0.04395
   0.42748	   0.04447
   0.41365	   0.04495
   0.39981	   0.04538
   0.38599	   0.04578
   0.37217	   0.04613
   0.35835	   0.04643
   0.34454	   0.04668
   0.33075	   0.04689
   0.31697	   0.04704
   0.30319	   0.04713
   0.28942	   0.04717
   0.27567	   0.04715
   0.26193	   0.04705
   0.24821	   0.04689
   0.23451	   0.04664
   0.22083	   0.04631
   0.20718	   0.04588
   0.19355	   0.04534
   0.17996	   0.04469
   0.16642	   0.04390
   0.15293	   0.04297
   0.13950	   0.04188
   0.12616	   0.04062
   0.11290	   0.03915
   0.09977	   0.03746
   0.08679	   0.03552
   0.07402	   0.03329
   0.06150	   0.03073
   0.04935	   0.02778
   0.03775	   0.02440
   0.02709	   0.02058
   0.01807	   0.01654
   0.01138	   0.01275
   0.00693	   0.00958
   0.00407	   0.00701
   0.00219	   0.00488
   0.00096	   0.00304
   0.00023	   0.00141
   0.00000	  -0.00009
   0.00037	  -0.00155
   0.00147	  -0.00291
   0.00326	  -0.00408
   0.00578	  -0.00521
   0.00937	  -0.00637
   0.01471	  -0.00762
   0.02263	  -0.00890
   0.03303	  -0.00999
   0.04495	  -0.01077
   0.05761	  -0.01127
   0.07063	  -0.01151
   0.08385	  -0.01158
   0.09721	  -0.01149
   0.11066	  -0.01129
   0.12419	  -0.01099
   0.13777	  -0.01063
   0.15140	  -0.01022
   0.16506	  -0.00975
   0.17875	  -0.00925
   0.19247	  -0.00872
   0.20621	  -0.00817
   0.21997	  -0.00761
   0.23374	  -0.00703
   0.24753	  -0.00644
   0.26133	  -0.00585
   0.27515	  -0.00525
   0.28898	  -0.00465
   0.30283	  -0.00405
   0.31669	  -0.00346
   0.33056	  -0.00287
   0.34445	  -0.00228
   0.35835	  -0.00170
   0.37227	  -0.00114
   0.38619	  -0.00058
   0.40014	  -0.00004
   0.41408	   0.00049
   0.42801	   0.00100
   0.44194	   0.00149
   0.45585	   0.00196
   0.46975	   0.00241
   0.48365	   0.00284
   0.49754	   0.00325
   0.51142	   0.00363
   0.52530	   0.00400
   0.53917	   0.00434
   0.55304	   0.00465
   0.56691	   0.00493
   0.58077	   0.00518
   0.59463	   0.00540
   0.60848	   0.00560
   0.62233	   0.00576
   0.63618	   0.00589
   0.65002	   0.00599
   0.66385	   0.00606
   0.67769	   0.00610
   0.69152	   0.00610
   0.70535	   0.00608
   0.71919	   0.00603
   0.73303	   0.00595
   0.74686	   0.00583
   0.76070	   0.00569
   0.77454	   0.00552
   0.78839	   0.00532
   0.80223	   0.00509
   0.81608	   0.00483
   0.82993	   0.00455
   0.84378	   0.00424
   0.85764	   0.00391
   0.87149	   0.00355
   0.88535	   0.00317
   0.89921	   0.00277
   0.91307	   0.00235
   0.92693	   0.00190
   0.94079	   0.00144
   0.95465	   0.00096
   0.96849	   0.00045
   0.98208	  -0.00006
   0.99407	  -0.00051
   1.00000	  -0.00071
